,troll,mentions,tweet
466,chadsloyer,"[""shaunking""]","RT @ShaunKing: I don't see that either. I looked, but she clearly just sent Bernie's plans to Hillary's campaign and not vice vers… "
467,melanymelanin,"[""washtimes"",""blicqer""]","RT @blicqer: ▶ Researchers show link between John Podesta leak, DNC hack and Russia https://t.co/8UsBaUCUcl @WashTimes"
468,travisrespek,"[""marjorienc7"",""revjjackson"",""marjorieiam""]","RT @MarjorieIam: Some days you embrace history! I introduced .@RevJJackson @ our office 
#ImWithHer #NCVotesEarly 
CC: .@MarjorieNC7 https:…"
469,nojonathonno,"[""hillaryclinton"",""delo_taylor""]",RT @Delo_Taylor: And @HillaryClinton voters will be back at square one trying to emotionally bride you into supporting her trash politics f…
470,paulinett,"[""donilo252525"",""mrnegromilitant""]","RT @donilo252525: @MrNegroMilitant I never used to ascribe to ""Obama suffers from ED"" talk, but his statements in support of TPP give me ca…"
471,gwennythot,"[""mrnegromilitant""]","RT @MrNegroMilitant: Donald Trump can't stop himself from lashing out and calls Hillary Clinton a ""nasty woman."" #Trump left out evil &amp;… "
472,lagonehoe,"[""kylegriffin1"",""thedailybeast""]","RT @kylegriffin1: The Trump Foundation scandal is about to go national, as other states could follow the NY AG's lead —@thedailybeast… "
473,adrgreerr,"[""djolder""]",RT @djolder: I was wondering when the internal backlash would start on DT's immigration flip-flopeando https://t.co/8goTW8aFlK
474,javonhidp,"[""flintgate"",""revjjackson"",""santitaj"",""c4show"",""maxinewaters"",""hillaryclinton""]",RT @SantitaJ: Please RT! #FlintWaterCrisis #FlintHealthEmergency: .@RevJJackson @FlintGate @HillaryClinton @MaxineWaters @C4Show https://t.…
475,aantiracist,"[""blicqer"",""afronews""]",RT @blicqer: Obama Keeps Unusually Late Hours on Vineyard Vacation https://t.co/09jAO1USIY @AfroNews
476,randolphburrr,"[""danteb4u""]",RT @DanteB4u: A most disgusting example of DT trying to use black pain for political gain. My condolences to Dwyane Wade's family. https://…
477,javonhidp,"[""delo_taylor""]",RT @Delo_Taylor: It's okay to admit you got duped by the Breitbart/Alex Jones crowd who latched onto Trump &amp; the #AltRight for click… 
478,paulinett,"[""rawstory"",""blicqer""]",RT @blicqer: ▶ Behind the explosive news reports that have rocked Donald Trump’s campaign https://t.co/dsb9e69Nh5 @RawStory https://t.co/uj…
479,chadsloyer,"[""russian_starr""]",RT @Russian_Starr: White folks put Obama in check ever since. And when he said his son could be Trayvon? White folks went crazy.
480,nojonathonno,"[""twitashitter"",""talibkweli""]",RT @TalibKweli: Ask yourself why Milo and Trump so many supporters are supporting YOU @twitashitter this ain't the only one https://t.co/tA…
481,drmichaelgarcia,"[""keithellison"",""berniesanders"",""shaunking""]","RT @ShaunKing: I am joining @BernieSanders &amp; so many others in calling for Congressman @KeithEllison to lead the new DNC. 

A progressive w…"
482,datwisenigga,"[""livenewscloud"",""blicqer""]",RT @blicqer: ▶WikiLeaks Denies Trying to Hack Trump’s Tax Returns [VIDEO] https://t.co/uQ31yoiruI @LiveNewsCloud
483,eliasbrick,"[""deray""]",RT @deray: I like Keith Ellison. And I still think the DNC needs to hold on appointing a new leader. https://t.co/XiqYx6phvD
484,internalmemer,"[""shaunking""]","RT @ShaunKing: 70% of NFL players are Black.

That ANY NFL head coaches or team owners endorsed Donald Trump is so damn telling. It's a hot…"
485,javonhidp,"[""deray""]",RT @deray: read this. https://t.co/e6ByPmkPvz
486,ravenicholson,"[""weartv"",""deray"",""niggatheory"",""nayaknomi"",""delunavintage"",""markgkirshner"",""kharyp""]",RT @DeLunaVintage: Trump Supporters attack Black man in Hollywood @MarkGKirshner @NiggaTheory @NaYaKnoMi @weartv @deray @kharyp… 
487,acejinev,"[""mrnegromilitant""]","RT @MrNegroMilitant: Associated Press has uploaded Gigi Hadid: We have to give Trump a chance 

https://t.co/tcLi5ldiqm"
488,ogdeandre,"[""shaunking""]",RT @ShaunKing: Disgusted by the folk who write me privately asking me to stop criticizing Hillary Clinton. Really? If she can't handle me w…
489,maymaymyy,"[""realdonaldtrump"",""kdog0126"",""amjoyshow"",""revjjackson""]","RT @kdog0126: @RevJJackson thx for appearing on @amjoyshow, surrogates have been using your words as endorsement to @realDonaldTrump outrea…"
490,nojonathonno,"[""kylegriffin1"",""putanotherway"",""cliffordsatton"",""politics_pr""]",RT @Politics_PR: The Clinton Foundation vs the Trump Foundation @putanotherway @CliffordSAtton @kylegriffin1 #p2 #ImWithHer https://t.co/MH…
491,camosaseko,"[""blicqer"",""hinterlandg""]",RT @blicqer: Hillary Clinton’s Popular Vote Lead Hits 1 Million and Climbing https://t.co/v0mgk2hFo9 @HinterLandG https://t.co/x6WdYXSNhK
492,bigboyjasiah,"[""rawstory""]",RT @RawStory: Mark Cuban bombshell: I personally know women who have been assaulted by Trump who won’t come forward… 
493,janelperkinson,"[""charlesmblow""]","RT @CharlesMBlow: These emails are A thing but not THE thing. Clinton is clearly not perfect, BUT Trump is clearly NOT her equal! WTH are p…"
494,brianaregland,"[""kylegriffin1"",""thedailybeast""]","RT @kylegriffin1: The Trump Foundation scandal is about to go national, as other states could follow the NY AG's lead —@thedailybeast… "
495,melanymelanin,"[""delo_taylor""]",RT @Delo_Taylor: Is it your contention that the scary Black man was trying to intimidate Black people into not voting for Obama? https://t.…
496,camosaseko,"[""bbc5live"",""blicqer""]",RT @blicqer: ▶ Clinton emails: Officials advised FBI not to reveal inquiry https://t.co/TvX6208aGa @BBC5Live https://t.co/W8BSv6pqXa
497,alecmooooody,"[""nydailynews"",""blicqer""]",RT @blicqer: ▶ Rudy Giuliani’s daughter is supporting Hillary Clinton https://t.co/QXGIgwuZJG @NYDailyNews https://t.co/rfZXwXXcTN
498,nojonathonno,"[""truthdig"",""blicqer""]","RT @blicqer: ▶ We Need to Understand What Happened on Election Night, and Fast https://t.co/7sCAnpHT8q @Truthdig https://t.co/GAnzsoFhPk"
499,nojonathonno,"[""blicqer"",""washtimes""]",RT @blicqer: ▶ Immigration lobby sues to resume Obama's amnesty in challenge to Andrew Hanen's authority https://t.co/aOfUXAkPPu @WashTimes
500,chesplayschess,"[""ggreenwald""]","RT @ggreenwald: Trump's insanity has obscured how far to the right Mike Pence is: ""I frankly hold Dick Cheney in really high regard"" https:…"
501,peytoncashout,"[""talibkweli"",""fieldnigra""]","RT @TalibKweli: I'll just hand this one to the Internet RT @FieldNigra: 

You're wrong 

Trump never assaulted anyone"
502,hunteroddddom,"[""talibkweli""]",RT @TalibKweli: THIS is why Trump chose the chief editor at Breitbart to run his campaign. They will deliver the white supremacist vote.
503,melanymelanin,"[""blicqer""]",RT @blicqer: ▶ Watch Mike Pence throw Trump under the bus on CNN: ‘I haven’t known him that long at all’ https://t.co/RSZ1dl7UKq @RawStory…
504,bricegeller,"[""ggreenwald""]",RT @ggreenwald: Fascinating comparison: (a) % of Americans supporting Trump to (b) % of US journalists' time-line supporting Trump https://…
505,susayung,"[""mspackyetti""]",RT @MsPackyetti: I think sometimes there's an assumption that being a never Trump Dem means I judge people who will write in or vote 3rd pa…
506,jerstoner,"[""mrnegromilitant"",""potus"",""emergagent"",""ezad60""]","RT @emergagent: @EZAD60 @MrNegroMilitant @POTUS Unfortunately he got sucked into the ""White"" House ideal of America, &amp; the inside popularit…"
507,imissobama,"[""thedailyedge""]","RT @TheDailyEdge: Trump has gone from retweeting phony data from white nationalists to quoting their ""data"" in his ads #NeverTrump https://…"
508,javonhidp,"[""thedailyedge""]",RT @TheDailyEdge: Jesus wept. https://t.co/0SuVy6jKwo
509,brentmcclure275,"[""jjmplsmn"",""docrocktex26""]","RT @jjmplsmn: Plus he is adorable, @docrocktex26 https://t.co/1RYyqdWZ4n"
510,johnieboycooks,"[""feministajones""]","RT @FeministaJones: These Sunday morning political conversations are happening and I love it

Don't forget, tho:

Donald Trump does NOT wan…"
511,alecmooooody,"[""talibkweli""]",RT @TalibKweli: Does the KKK still do stuff? https://t.co/tdeHbOeX17 https://t.co/eNJLYFilB0 https://t.co/EQbIaOrx4j
512,liljordamn,"[""thedailyedge""]",RT @TheDailyEdge: Meet the 'Trumpocrats': a non-existent group invented by the white nationalist pro-Trump website run by his campaign boss…
513,javonhidp,"[""fusion""]","RT @Fusion: Donald Trump said he would not necessarily concede if he loses the election.

This does not bode well. #debatenight https://t.c…"
514,javonhidp,"[""mrnegromilitant""]","RT @MrNegroMilitant: Trump team says transition is going smoothly despite misinformation reports of turmoil.

https://t.co/WlMbboQpWm"
515,alecmooooody,"[""natturnerx65"",""deray""]","RT @natturnerx65: @deray Bill Clinton-----blocked black people push for reparations

Video https://t.co/33j94Ej9bE"
516,rosieonfleek,"[""fusion""]","RT @Fusion: ""He's not welcome into our country.""

This waitress in Mexico City is anything but excited about Trump's visit: https://t.co/Xi…"
517,javonhidp,"[""fusion""]",RT @Fusion: Hillary Clinton campaign steps up to protect Latino voters with new hotline in Spanish: https://t.co/Hc397r5056 https://t.co/OC…
518,melanymelanin,"[""blackpressusa"",""blicqer""]",RT @blicqer: New RNC TV Ads Do Little to Reach Black Voters https://t.co/dUEuxCBeQ8 @BlackPressUSA https://t.co/fJTwGEsB2R
519,javonhidp,"[""blicqer"",""nydailynews""]",RT @blicqer: ▶ Lesley Stahl's Donald Trump interview failure a scary preview https://t.co/iq5Bva7BbH @NYDailyNews https://t.co/2TrCPv8InP
520,datwisenigga,"[""realdonaldtrump"",""amjoyshow"",""revjjackson"",""kdog0126""]","RT @kdog0126: @RevJJackson thx for appearing on @amjoyshow, surrogates have been using your words as endorsement to @realDonaldTrump outrea…"
521,jaydaastonishin,"[""docrocktex26""]","RT @docrocktex26: Too bad y'all didn't tell this to ""economically anxious"" White people before the election. #MyPresident https://t.co/Hfmx…"
522,blmsoldier,"[""djolder""]",RT @djolder: I was wondering when the internal backlash would start on DT's immigration flip-flopeando https://t.co/8goTW8aFlK
523,youjustctrlc,"[""talibkweli""]",RT @TalibKweli: I am happy Harris doesn't support Trump. But he still enables white supremacy w his islamophobia. Next. https://t.co/AArzRN…
524,nojonathonno,"[""foxnews"",""blicqer""]",RT @blicqer: ▶ WRONG WORDS Rapper says Trump called him 'Uncle Tom' on show https://t.co/HMIYn4FEc9 @FoxNews https://t.co/i3FDj8K7er
525,camosaseko,"[""blicqer""]","RT @blicqer: WV Mayor, Local Official Under Fire for Post Calling Michelle Obama ‘An Ape In Heels’ https://t.co/Y88j6Uw6jq… "
526,corynaenae,"[""blicqer"",""newpghcourier""]",RT @blicqer: Guest Editorial…Trump insults voters of Pennsylvania https://t.co/mKd9WroE9e via @NewPghCourier https://t.co/WwlzTBljn0
527,nojonathonno,"[""blicqer"",""nworeport""]","RT @blicqer: ▶ @NWOReport: FBI Reopen Hillary Clinton Email Investigation, New Emails Found https://t.co/H508whaQpf"
528,claypaigeboo,"[""mrnegromilitant"",""hibbs101"",""potus"",""ezad60"",""emergagent""]",RT @hibbs101: @MrNegroMilitant @emergagent @EZAD60 @POTUS all politicos Suck. All. Just follow the money. Check who they associate with and…
529,susayung,"[""joeljamescomedy"",""blicqer""]",RT @blicqer: When Trump Writes your Speech https://t.co/8VS00QROjc via @JoelJamesComedy
530,chadsloyer,"[""talibkweli""]",RT @TalibKweli: U realize Hillary is a senator not a hotelier right? https://t.co/AR8J6pQHzO
531,ravenicholson,"[""kemetic_kitty"",""russian_starr""]","RT @Kemetic_Kitty: https://t.co/JTwWytoJK9

Thank you so much @Russian_Starr for this great article."
532,bigseanbeast,"[""fusion"",""em2wice""]",RT @em2wice: A civil rights museum denied Donald Trump a private tour. His fans threatened to torch it. https://t.co/iVvvSQLc18 via @fusion
533,ogdeandre,"[""hillaryclinton"",""delo_taylor""]",RT @Delo_Taylor: And @HillaryClinton voters will be back at square one trying to emotionally bride you into supporting her trash politics f…
534,willisbonnerr,"[""rawstory""]",RT @RawStory: Trump factory jobs sent to China may never come back https://t.co/Ai3OGHUs8J
535,jaydaastonishin,"[""blicqer"",""truthdig""]",RT @blicqer: ▶ Die-Hard Donald Trump Supporters Want to *Be* Trump https://t.co/XKrBOAORc6 @Truthdig https://t.co/pMGT7OJ6P2
536,alecmooooody,"[""blackamericaweb"",""blicqer""]",RT @blicqer: Record Number Of Early Voters Is Good Sign For Hillary Clinton https://t.co/nBajtwPFGG @BlackAmericaWeb https://t.co/ZOBz6DpEzd
537,onemightyfish,"[""shaunking""]","RT @ShaunKing: Also Harvey Weinstein, it's disgusting how you used Sandy Hook in an attempt to silence victims of police brutality

https:/…"
538,cannonsher,"[""ggreenwald""]",RT @ggreenwald: What's Behind Barack Obama's Ongoing Accommodation of Vladimir Putin?  https://t.co/nUiF237q3L
539,watchmewalkin,"[""kylegriffin1""]","RT @kylegriffin1: 10 former nuclear launch officers come out against Trump: He ""should not have his finger on the button"". https://t.co/ng9…"
540,paolakinck,"[""ggreenwald""]",RT @ggreenwald: Those who see CIA's Michael Morell as a credible source to cheer should watch the video at bottom of this article https://t…
541,willisbonnerr,"[""livenewscloud"",""blicqer""]",RT @blicqer: ▶ Obama To Veto Bill Allowing 9/11 Lawsuits Against Saudi Arabia https://t.co/tJAmF8IcnG @LiveNewsCloud https://t.co/kb1VrAuPyW
542,mrmoraan,"[""repadamschiff"",""thedailyedge""]","RT @TheDailyEdge: Pro-Trump agents leaking false information to #FoxNews doing lasting damage to FBI credibility, says @RepAdamSchiff https…"
543,fightm_d_b,"[""thedailyedge""]","RT @TheDailyEdge: Idea: New ""Candid Camera""-style show where unsuspecting celebrities and billionaires have 1st visit w/Trump's Doctor http…"
544,onemightyfish,"[""talibkweli""]",RT @TalibKweli: I didn't make that claim. Our govt did.  https://t.co/bKu9R1VOHE https://t.co/k7WfuvCRw2 https://t.co/ga04jwLQII
545,regieblackmon,"[""rawstory""]",RT @RawStory: Joy Reid scorches the Comey FBI for getting ‘weaponized’ in the GOP’s ‘ugly gambit’ to stop Clinton https://t.co/tGjZaM0wp7
546,nojonathonno,"[""blicqer"",""rawstory""]",RT @blicqer: ▶ Trump factory jobs sent to China may never come back https://t.co/6N4KRLmcRm @RawStory https://t.co/HYqL4CLkN4
547,aantiracist,"[""em2wice"",""fusion""]",RT @em2wice: A civil rights museum denied Donald Trump a private tour. His fans threatened to torch it. https://t.co/iVvvSQLc18 via @fusion
548,javonhidp,"[""thedailybeast"",""kylegriffin1""]","RT @kylegriffin1: The Trump Foundation scandal is about to go national, as other states could follow the NY AG's lead —@thedailybeast… "
549,datwisenigga,"[""talibkweli"",""sirseriousblack"",""mtrade14"",""youranonnews"",""donniemaloo"",""msturdahl""]",RT @TalibKweli: RT @SirSeriousBlack: @mtrade14 @YourAnonNews @DonnieMaloo @MSturdahl the Radical Republicans of 1860 have NOTHING in common…
550,brentmcclure275,"[""paix120"",""elonjames"",""mspackyetti"",""hillaryclinton""]","RT @paix120: They're not saying they want Trump, but that Clinton isn't a given. Work to be done there, Dems.
@elonjames @MsPackyetti @Hill…"
551,jeanuttella,"[""thedailyedge""]",RT @TheDailyEdge: Meet the 'Trumpocrats': a non-existent group invented by the white nationalist pro-Trump website run by his campaign boss…
552,sincerepruitt,"[""djolder""]","RT @djolder: If Trump said ""What is Aleppo?"" the headlines would be all TRUMP PONDERS INTERESTING EXISTENTIAL QUESTION OF UNITY https://t.c…"
553,eliasbrick,"[""shaunking""]",RT @ShaunKing: A hot mess. https://t.co/lohtxkjIMK
554,cannonsher,"[""deray""]",RT @deray: It's wild watching people try to defend Trump by invoking hip-hop. These are epic reaches. https://t.co/iF9xW8MhuH
555,nojonathonno,"[""blicqer"",""cctvnewsafrica""]",RT @blicqer: Youth supporting US presidential candidate Trump arrested in Uganda https://t.co/XIbdx2NBEf @CCTVNewsAfrica https://t.co/r2uTi…
556,malloryjared,"[""transgriot"",""charlesmblow""]",RT @TransGriot: @CharlesMBlow They're not...Some peeps desperate to have a white man back in the White House &amp; don't care Trump is unqualif…
557,brentmcclure275,"[""djolder""]","RT @djolder: If Trump said ""What is Aleppo?"" the headlines would be all TRUMP PONDERS INTERESTING EXISTENTIAL QUESTION OF UNITY https://t.c…"
558,imapharrelfake,"[""shaunking""]",RT @ShaunKing: We always knew The Daily Beast was against Bernie. New emails prove they were working with the Clinton camp. They a… 
559,imissobama,"[""feministajones""]",RT @FeministaJones: Melania Trump just...
560,peytoncashout,"[""djolder""]",RT @djolder: looking extra like a boss https://t.co/ovxJtlg9Su
561,cannonsher,"[""talibkweli""]",RT @TalibKweli: We do. He said he was inspired by Trump. https://t.co/Ze2iJwy96Y https://t.co/xDs93RnqkV https://t.co/kJYXGt7ShF
